HGNC ID	Approved symbol	Status
HGNC:17085	EXOC6B	Approved
HGNC:23214	EXOC7	Approved
HGNC:43871	EXOC7P1	Approved
HGNC:24659	EXOC8	Approved
HGNC:3347	EXOG	Approved
HGNC:44547	EXOGP1	Approved
HGNC:17286	EXOSC1	Approved
HGNC:17097	EXOSC2	Approved
HGNC:17944	EXOSC3	Approved
HGNC:33989	EXOSC3P1	Approved
HGNC:33990	EXOSC3P2	Approved
HGNC:18189	EXOSC4	Approved
HGNC:24662	EXOSC5	Approved
HGNC:19055	EXOSC6	Approved
HGNC:28112	EXOSC7	Approved
HGNC:17035	EXOSC8	Approved
HGNC:9137	EXOSC9	Approved
HGNC:9138	EXOSC10	Approved
HGNC:40456	EXOSC10-AS1	Approved
HGNC:30578	EXPH5	Approved
HGNC:3512	EXT1	Approved
HGNC:3513	EXT2	Approved
HGNC:3514	EXT3	Entry Withdrawn
HGNC:3515	EXTL1	Approved
HGNC:3516	EXTL2	Approved
HGNC:3517	EXTL2P1	Approved
HGNC:3518	EXTL3	Approved
HGNC:27985	EXTL3-AS1	Approved
HGNC:3519	EYA1	Approved
HGNC:3520	EYA2	Approved
HGNC:3521	EYA3	Approved
HGNC:41332	EYA3-IT1	Entry Withdrawn
HGNC:3522	EYA4	Approved
HGNC:3523	EYCL1	Entry Withdrawn
HGNC:3524	EYCL2	Symbol Withdrawn
HGNC:3525	EYCL3	Symbol Withdrawn
HGNC:21555	EYS	Approved
HGNC:3526	EZH1	Approved
HGNC:3527	EZH2	Approved
HGNC:39918	EZH2P1	Approved
HGNC:33738	EZHIP	Approved
HGNC:12691	EZR	Approved
HGNC:40609	EZR-AS1	Approved
HGNC:3535	F2	Approved
HGNC:3536	F2L	Entry Withdrawn
HGNC:3537	F2R	Approved
HGNC:3538	F2RL1	Approved
HGNC:3539	F2RL2	Approved
HGNC:3540	F2RL3	Approved
HGNC:3541	F3	Approved
HGNC:3542	F5	Approved
HGNC:3543	F5F8D	Symbol Withdrawn
HGNC:3544	F7	Approved
HGNC:3545	F7R	Approved
HGNC:3546	F8	Approved
HGNC:3547	F8A1	Approved
HGNC:31849	F8A2	Approved
HGNC:31850	F8A3	Approved
HGNC:3548	F8C	Symbol Withdrawn
HGNC:3549	F8VWF	Symbol Withdrawn
HGNC:3550	F8VWFP	Symbol Withdrawn
HGNC:3551	F9	Approved
HGNC:3528	F10	Approved
HGNC:40225	F10-AS1	Approved
HGNC:3529	F11	Approved
HGNC:27725	F11-AS1	Approved
HGNC:14685	F11R	Approved
HGNC:3530	F12	Approved
HGNC:3531	F13A1	Approved
HGNC:3532	F13A2	Entry Withdrawn
HGNC:3533	F13A3	Entry Withdrawn
HGNC:3534	F13B	Approved
HGNC:3552	FA1	Entry Withdrawn
HGNC:21197	FA2H	Approved
HGNC:3553	FAAH	Approved
HGNC:26440	FAAH2	Approved
HGNC:50679	FAAHP1	Approved
HGNC:26428	FAAP20	Approved
HGNC:28467	FAAP24	Approved
HGNC:26171	FAAP100	Approved
HGNC:3555	FABP1	Approved
HGNC:3556	FABP2	Approved
HGNC:3557	FABP3	Approved
HGNC:3558	FABP3P2	Approved
HGNC:3559	FABP4	Approved
HGNC:3560	FABP5	Approved
HGNC:31059	FABP5P1	Approved
HGNC:31060	FABP5P2	Approved
HGNC:22573	FABP5P3	Approved
HGNC:31061	FABP5P4	Approved
HGNC:31068	FABP5P5	Approved
HGNC:31069	FABP5P6	Approved
HGNC:31070	FABP5P7	Approved
HGNC:31063	FABP5P8	Approved
HGNC:31064	FABP5P9	Approved
HGNC:31066	FABP5P10	Approved
HGNC:19328	FABP5P11	Approved
HGNC:31067	FABP5P12	Approved
HGNC:38717	FABP5P13	Approved
HGNC:31065	FABP5P14	Approved
HGNC:31071	FABP5P15	Approved
HGNC:3561	FABP6	Approved
HGNC:40226	FABP6-AS1	Approved
HGNC:3562	FABP7	Approved
HGNC:41951	FABP7P1	Approved
HGNC:41952	FABP7P2	Approved
HGNC:3563	FABP9	Approved
HGNC:18390	FABP11	Symbol Withdrawn
HGNC:34524	FABP12	Approved
HGNC:45176	FABP12P1	Approved
HGNC:3564	FACA	Symbol Withdrawn
HGNC:3565	FACC	Symbol Withdrawn
HGNC:3566	FACD	Symbol Withdrawn
HGNC:3567	FACE	Symbol Withdrawn
HGNC:3568	FACL1	Entry Withdrawn
HGNC:3572	FACVL1	Symbol Withdrawn
HGNC:3573	FADD	Approved
HGNC:3574	FADS1	Approved
HGNC:3575	FADS2	Approved
HGNC:43618	FADS2B	Approved
HGNC:3576	FADS3	Approved
HGNC:30459	FADS6	Approved
HGNC:3577	FAEES3	Symbol Withdrawn
HGNC:3578	FAF1	Approved
HGNC:40228	FAF1-AS1	Approved
HGNC:24666	FAF2	Approved
HGNC:45172	FAF2P1	Approved
HGNC:3579	FAH	Approved
HGNC:14169	FAHD1	Approved
HGNC:24252	FAHD2A	Approved
HGNC:25318	FAHD2B	Approved
HGNC:44135	FAHD2CP	Approved
HGNC:32441	FAHD2P1	Approved
HGNC:18703	FAIM	Approved
HGNC:17067	FAIM2	Approved
HGNC:3580	FAK2	Symbol Withdrawn
HGNC:43713	FALEC	Approved
HGNC:13749	FAM3A	Approved
HGNC:1253	FAM3B	Approved
HGNC:18664	FAM3C	Approved
HGNC:34501	FAM3C2	Approved
HGNC:18665	FAM3D	Approved
HGNC:41276	FAM3D-AS1	Approved
HGNC:14199	FAM4A1	Symbol Withdrawn
HGNC:14020	FAM6A	Symbol Withdrawn
HGNC:15778	FAM7A4	Entry Withdrawn
HGNC:15779	FAM7A5	Entry Withdrawn
HGNC:15780	FAM7B1	Symbol Withdrawn
HGNC:16372	FAM8A1	Approved
HGNC:16373	FAM8A2P	Approved
HGNC:16374	FAM8A3P	Approved
HGNC:16375	FAM8A4P	Approved
HGNC:16376	FAM8A5P	Approved
HGNC:16377	FAM8A6P	Approved
HGNC:23868	FAM8A7P	Approved
HGNC:23869	FAM8A8P	Symbol Withdrawn
HGNC:23870	FAM8A9P	Approved
HGNC:23871	FAM8A10P	Approved
HGNC:18403	FAM9A	Approved
HGNC:18404	FAM9B	Approved
HGNC:18405	FAM9C	Approved
HGNC:19367	FAM13A	Approved
HGNC:19370	FAM13A-AS1	Approved
HGNC:1335	FAM13B	Approved
HGNC:19371	FAM13C	Approved
HGNC:23015	FAM20A	Approved
HGNC:23017	FAM20B	Approved
HGNC:22140	FAM20C	Approved
HGNC:23417	FAM21B	Symbol Withdrawn
HGNC:45010	FAM21EP	Approved
HGNC:45011	FAM21FP	Approved
HGNC:23446	FAM22C	Entry Withdrawn
HGNC:23474	FAM23B	Symbol Withdrawn
HGNC:23470	FAM24A	Approved
HGNC:23475	FAM24B	Approved
HGNC:23436	FAM25A	Approved
HGNC:23584	FAM25BP	Approved
HGNC:23586	FAM25C	Approved
HGNC:23588	FAM25D	Symbol Withdrawn
HGNC:23587	FAM25E	Approved
HGNC:23590	FAM25G	Approved
HGNC:23591	FAM25HP	Entry Withdrawn
HGNC:19729	FAM27A	Symbol Withdrawn
HGNC:50384	FAM27AP1	Entry Withdrawn
HGNC:23667	FAM27B	Approved
HGNC:23668	FAM27C	Approved
HGNC:32015	FAM27D1	Approved
HGNC:32014	FAM27E1	Symbol Withdrawn
HGNC:32013	FAM27E2	Approved
HGNC:28655	FAM27E3	Approved
HGNC:44415	FAM27E4	Approved
HGNC:32410	FAM27E5	Approved
HGNC:19955	FAM30A	Approved
HGNC:31023	FAM30B	Approved
HGNC:31024	FAM30C	Approved
HGNC:24563	FAM32A	Approved
HGNC:30945	FAM32BP	Approved
HGNC:34239	FAM32CP	Approved
HGNC:34240	FAM32DP	Approved
HGNC:34241	FAM32EP	Approved
HGNC:45005	FAM35EP	Symbol Withdrawn
HGNC:27589	FAM38B2	Symbol Withdrawn
HGNC:23955	FAM41AY1	Approved
HGNC:37135	FAM41AY2	Approved
HGNC:31688	FAM41BY	Entry Withdrawn
HGNC:27635	FAM41C	Approved
HGNC:26888	FAM43A	Approved
HGNC:31791	FAM43B	Approved
HGNC:29962	FAM47A	Approved
HGNC:26659	FAM47B	Approved
HGNC:25301	FAM47C	Approved
HGNC:34342	FAM47DP	Approved
HGNC:34343	FAM47E	Approved
HGNC:44667	FAM47E-STBD1	Approved
HGNC:25373	FAM49A	Approved
HGNC:25216	FAM49B	Approved
HGNC:18786	FAM50A	Approved
HGNC:18789	FAM50B	Approved
HGNC:31860	FAM53A	Approved
HGNC:28968	FAM53B	Approved
HGNC:49499	FAM53B-AS1	Approved
HGNC:1336	FAM53C	Approved
HGNC:30444	FAM66A	Approved
HGNC:28890	FAM66B	Approved
HGNC:21644	FAM66C	Approved
HGNC:24159	FAM66D	Approved
HGNC:18735	FAM66E	Approved
HGNC:23819	FAM67A	Entry Withdrawn
HGNC:24907	FAM67B	Entry Withdrawn
HGNC:26541	FAM71A	Approved
HGNC:28397	FAM71B	Approved
HGNC:49805	FAM71BP1	Approved
HGNC:28594	FAM71C	Approved
HGNC:20101	FAM71D	Approved
HGNC:25107	FAM71E1	Approved
HGNC:25278	FAM71E2	Approved
HGNC:30704	FAM71F1	Approved
HGNC:27998	FAM71F2	Approved
HGNC:24044	FAM72A	Approved
HGNC:24805	FAM72B	Approved
HGNC:30602	FAM72C	Approved
HGNC:33593	FAM72D	Approved
HGNC:32029	FAM74A1	Approved
HGNC:32030	FAM74A2	Symbol Withdrawn
HGNC:32031	FAM74A3	Approved
HGNC:32032	FAM74A4	Approved
HGNC:34035	FAM74A5	Symbol Withdrawn
HGNC:34036	FAM74A6	Approved
HGNC:34037	FAM74A7	Approved
HGNC:28530	FAM76A	Approved
HGNC:28492	FAM76B	Approved
HGNC:25465	FAM78A	Approved
HGNC:13495	FAM78B	Approved
HGNC:40639	FAM78B-AS1	Approved
HGNC:28379	FAM81A	Approved
HGNC:26335	FAM81B	Approved
HGNC:28210	FAM83A	Approved
HGNC:48658	FAM83A-AS1	Approved
HGNC:21357	FAM83B	Approved
HGNC:16121	FAM83C	Approved
HGNC:16113	FAM83C-AS1	Approved
HGNC:16122	FAM83D	Approved
HGNC:25972	FAM83E	Approved
HGNC:25148	FAM83F	Approved
HGNC:32554	FAM83G	Approved
HGNC:24797	FAM83H	Approved
HGNC:48720	FAM83H-AS1	Approved
HGNC:17606	FAM85A	Approved
HGNC:32160	FAM85B	Approved
HGNC:28268	FAM86B1	Approved
HGNC:32222	FAM86B2	Approved
HGNC:44371	FAM86B3P	Approved
HGNC:25561	FAM86C1	Approved
HGNC:42392	FAM86C2P	Approved
HGNC:32659	FAM86DP	Approved
HGNC:28017	FAM86EP	Approved
HGNC:42357	FAM86FP	Approved
HGNC:42358	FAM86GP	Approved
HGNC:42359	FAM86HP	Approved
HGNC:44097	FAM86JP	Approved
HGNC:44098	FAM86KP	Approved
HGNC:44099	FAM86LP	Approved
HGNC:44100	FAM86MP	Approved
HGNC:27233	FAM87A	Approved
HGNC:32236	FAM87B	Approved
HGNC:25057	FAM89A	Approved
HGNC:16708	FAM89B	Approved
HGNC:25526	FAM90A1	Approved
HGNC:32250	FAM90A2P	Approved
HGNC:32251	FAM90A3P	Approved
HGNC:32252	FAM90A4P	Approved
HGNC:32253	FAM90A5P	Approved
HGNC:32254	FAM90A6P	Approved
HGNC:32255	FAM90A7P	Approved
HGNC:32256	FAM90A8P	Approved
HGNC:32257	FAM90A9P	Approved
HGNC:32258	FAM90A10P	Approved
HGNC:32259	FAM90A11P	Approved
HGNC:32260	FAM90A12P	Approved
HGNC:32261	FAM90A13P	Approved
HGNC:32262	FAM90A14P	Approved
HGNC:32263	FAM90A15P	Approved
HGNC:32264	FAM90A16P	Approved
HGNC:32265	FAM90A17P	Approved
HGNC:32266	FAM90A18P	Approved
HGNC:32267	FAM90A19P	Approved
HGNC:32268	FAM90A20P	Approved
HGNC:32269	FAM90A21P	Approved
HGNC:32270	FAM90A22P	Approved
HGNC:32271	FAM90A23P	Approved
HGNC:32272	FAM90A24P	Approved
HGNC:32246	FAM90A25P	Approved
HGNC:43746	FAM90A26	Approved
HGNC:43617	FAM90A27P	Approved
HGNC:43747	FAM90A28P	Approved
HGNC:26306	FAM91A1	Approved
HGNC:51523	FAM91A2P	Approved
HGNC:32273	FAM91A3P	Approved
HGNC:51524	FAM91A4P	Approved
HGNC:30452	FAM92A	Approved
HGNC:32278	FAM92A1P1	Approved
HGNC:32287	FAM92A1P2	Approved
HGNC:24781	FAM92B	Approved
HGNC:32288	FAM93A	Entry Withdrawn
HGNC:32289	FAM93B	Entry Withdrawn
HGNC:28069	FAM95A	Approved
HGNC:32318	FAM95B1	Approved
HGNC:45272	FAM95C	Approved
HGNC:43861	FAM96AP1	Approved
HGNC:43862	FAM96AP2	Approved
HGNC:24520	FAM98A	Approved
HGNC:26773	FAM98B	Approved
HGNC:27119	FAM98C	Approved
HGNC:32368	FAM99A	Approved
HGNC:32369	FAM99B	Approved
HGNC:31419	FAM102A	Approved
HGNC:27637	FAM102B	Approved
HGNC:25918	FAM104A	Approved
HGNC:25085	FAM104B	Approved
HGNC:25682	FAM106A	Approved
HGNC:32450	FAM106B	Approved
HGNC:38396	FAM106C	Approved
HGNC:38397	FAM106DP	Approved
HGNC:30827	FAM107A	Approved
HGNC:23726	FAM107B	Approved
HGNC:38511	FAM108A11P	Symbol Withdrawn
HGNC:16188	FAM110A	Approved
HGNC:28587	FAM110B	Approved
HGNC:33340	FAM110C	Approved
HGNC:25860	FAM110D	Approved
HGNC:24725	FAM111A	Approved
HGNC:53752	FAM111A-DT	Approved
HGNC:24200	FAM111B	Approved
HGNC:25087	FAM114A1	Approved
HGNC:1333	FAM114A2	Approved
HGNC:24179	FAM117A	Approved
HGNC:14440	FAM117B	Approved
HGNC:1313	FAM118A	Approved
HGNC:26110	FAM118B	Approved
HGNC:13247	FAM120A	Approved
HGNC:23389	FAM120AOS	Approved
HGNC:21109	FAM120B	Approved
HGNC:16949	FAM120C	Approved
HGNC:23490	FAM122A	Approved
HGNC:30490	FAM122B	Approved
HGNC:25202	FAM122C	Approved
HGNC:26413	FAM124A	Approved
HGNC:26224	FAM124B	Approved
HGNC:24587	FAM126A	Approved
HGNC:28593	FAM126B	Approved
HGNC:28308	FAM131A	Approved
HGNC:22202	FAM131B	Approved
HGNC:26717	FAM131C	Approved
HGNC:26748	FAM133A	Approved
HGNC:28629	FAM133B	Approved
HGNC:44190	FAM133CP	Approved
HGNC:44192	FAM133DP	Approved
HGNC:21084	FAM135A	Approved
HGNC:40955	FAM135A-AS1	Approved
HGNC:28029	FAM135B	Approved
HGNC:25911	FAM136A	Approved
HGNC:21110	FAM136BP	Approved
HGNC:32334	FAM138A	Approved
HGNC:33582	FAM138B	Approved
HGNC:32333	FAM138C	Approved
HGNC:33583	FAM138D	Approved
HGNC:32335	FAM138E	Approved
HGNC:33581	FAM138F	Approved
HGNC:24527	FAM149A	Approved
HGNC:29162	FAM149B1	Approved
HGNC:31735	FAM149B1P1	Approved
HGNC:25032	FAM151A	Approved
HGNC:33716	FAM151B	Approved
HGNC:29940	FAM153A	Approved
HGNC:27323	FAM153B	Approved
HGNC:33936	FAM153CP	Approved
HGNC:33877	FAM155A	Approved
HGNC:41503	FAM155A-IT1	Approved
HGNC:30701	FAM155B	Approved
HGNC:30114	FAM156A	Approved
HGNC:31962	FAM156B	Approved
HGNC:34079	FAM157A	Approved
HGNC:34080	FAM157B	Approved
HGNC:34081	FAM157C	Approved
HGNC:34237	FAM160A1	Approved
HGNC:53123	FAM160A1-DT	Approved
HGNC:25378	FAM160A2	Approved
HGNC:29320	FAM160B1	Approved
HGNC:16492	FAM160B2	Approved
HGNC:25808	FAM161A	Approved
HGNC:19854	FAM161B	Approved
HGNC:17865	FAM162A	Approved
HGNC:21549	FAM162B	Approved
HGNC:28274	FAM163A	Approved
HGNC:33277	FAM163B	Approved
HGNC:33818	FAM166A	Approved
HGNC:34242	FAM166B	Approved
HGNC:27938	FAM166C	Approved
HGNC:15549	FAM167A	Approved
HGNC:15548	FAM167A-AS1	Approved
HGNC:28133	FAM167B	Approved
HGNC:28999	FAM168A	Approved
HGNC:27016	FAM168B	Approved
HGNC:29138	FAM169A	Approved
HGNC:26835	FAM169B	Approved
HGNC:27963	FAM170A	Approved
HGNC:19736	FAM170B	Approved
HGNC:45006	FAM170B-AS1	Approved
HGNC:23522	FAM171A1	Approved
HGNC:30480	FAM171A2	Approved
HGNC:29412	FAM171B	Approved
HGNC:25365	FAM172A	Approved
HGNC:34336	FAM172BP	Approved
HGNC:24943	FAM174A	Approved
HGNC:34339	FAM174B	Approved
HGNC:26073	FAM174C	Approved
HGNC:19829	FAM177A1	Approved
HGNC:34441	FAM177A1P1	Approved
HGNC:34395	FAM177B	Approved
HGNC:28036	FAM178B	Approved
HGNC:33773	FAM180A	Approved
HGNC:34451	FAM180B	Approved
HGNC:20491	FAM181A	Approved
HGNC:20133	FAM181A-AS1	Approved
HGNC:28512	FAM181B	Approved
HGNC:16222	FAM182A	Approved
HGNC:34503	FAM182B	Approved
HGNC:34347	FAM183A	Approved
HGNC:34511	FAM183BP	Approved
HGNC:51331	FAM183DP	Approved
HGNC:51332	FAM183EP	Approved
HGNC:20991	FAM184A	Approved
HGNC:29235	FAM184B	Approved
HGNC:22412	FAM185A	Approved
HGNC:21813	FAM185BP	Approved
HGNC:26980	FAM186A	Approved
HGNC:25296	FAM186B	Approved
HGNC:35153	FAM187A	Approved
HGNC:26366	FAM187B	Approved
HGNC:49213	FAM187B2P	Approved
HGNC:29075	FAM189A1	Approved
HGNC:24820	FAM189A2	Approved
HGNC:1233	FAM189B	Approved
HGNC:37194	FAM192BP	Approved
HGNC:16822	FAM193A	Approved
HGNC:25524	FAM193B	Approved
HGNC:37464	FAM197Y1	Approved
HGNC:18848	FAM197Y2	Approved
HGNC:37465	FAM197Y3	Approved
HGNC:37466	FAM197Y4	Approved
HGNC:37467	FAM197Y5	Approved
HGNC:37468	FAM197Y6	Approved
HGNC:37469	FAM197Y7	Approved
HGNC:37470	FAM197Y8	Approved
HGNC:37477	FAM197Y9	Approved
HGNC:37627	FAM197Y10	Approved
HGNC:53132	FAM198B-AS1	Approved
HGNC:25195	FAM199X	Approved
HGNC:23951	FAM199YP	Approved
HGNC:25401	FAM200A	Approved
HGNC:27740	FAM200B	Approved
HGNC:27239	FAM201A	Approved
HGNC:27933	FAM201B	Approved
HGNC:37996	FAM201CP	Entry Withdrawn
HGNC:38095	FAM202A	Entry Withdrawn
HGNC:38000	FAM202B	Entry Withdrawn
HGNC:38532	FAM202C	Entry Withdrawn
HGNC:32323	FAM203B	Symbol Withdrawn
HGNC:25794	FAM204A	Approved
HGNC:42011	FAM204BP	Approved
HGNC:42012	FAM204CP	Approved
HGNC:42013	FAM204DP	Approved
HGNC:41911	FAM205A	Approved
HGNC:24504	FAM205BP	Approved
HGNC:42673	FAM205C	Approved
HGNC:15811	FAM207A	Approved
HGNC:39715	FAM207BP	Approved
HGNC:42676	FAM207CP	Approved
HGNC:16100	FAM209A	Approved
HGNC:16101	FAM209B	Approved
HGNC:28346	FAM210A	Approved
HGNC:16102	FAM210B	Approved
HGNC:44938	FAM210CP	Approved
HGNC:25609	FAM214A	Approved
HGNC:25666	FAM214B	Approved
HGNC:54597	FAM214BP1	Approved
HGNC:17505	FAM215A	Approved
HGNC:43639	FAM215B	Approved
HGNC:30180	FAM216A	Approved
HGNC:26883	FAM216B	Approved
HGNC:21362	FAM217A	Approved
HGNC:49613	FAM217AP1	Approved
HGNC:16170	FAM217B	Approved
HGNC:26466	FAM218A	Approved
HGNC:43779	FAM218BP	Approved
HGNC:19920	FAM219A	Approved
HGNC:24695	FAM219B	Approved
HGNC:22422	FAM220A	Approved
HGNC:23678	FAM220BP	Approved
HGNC:43640	FAM220CP	Approved
HGNC:27977	FAM221A	Approved
HGNC:30762	FAM221B	Approved
HGNC:25915	FAM222A	Approved
HGNC:28223	FAM222A-AS1	Approved
HGNC:25563	FAM222B	Approved
HGNC:30612	FAM223A	Approved
HGNC:34048	FAM223B	Approved
HGNC:37736	FAM224A	Approved
HGNC:37737	FAM224B	Approved
HGNC:27855	FAM225A	Approved
HGNC:21865	FAM225B	Approved
HGNC:28544	FAM226A	Approved
HGNC:31964	FAM226B	Approved
HGNC:44197	FAM227A	Approved
HGNC:26543	FAM227B	Approved
HGNC:34418	FAM228A	Approved
HGNC:24736	FAM228B	Approved
HGNC:44652	FAM229A	Approved
HGNC:33858	FAM229B	Approved
HGNC:45045	FAM230A	Approved
HGNC:32943	FAM230B	Approved
HGNC:24482	FAM230C	Approved
HGNC:53910	FAM230D	Approved
HGNC:52450	FAM230E	Approved
HGNC:52451	FAM230F	Approved
HGNC:52423	FAM230G	Approved
HGNC:53977	FAM230H	Approved
HGNC:52446	FAM230I	Approved
HGNC:52448	FAM230J	Approved
HGNC:49427	FAM231AP	Entry Withdrawn
HGNC:49506	FAM231BP	Entry Withdrawn
HGNC:49508	FAM231C	Entry Withdrawn
HGNC:49509	FAM231D	Entry Withdrawn
HGNC:49507	FAM231EP	Entry Withdrawn
HGNC:14163	FAM234A	Approved
HGNC:29288	FAM234B	Approved
HGNC:44268	FAM236A	Approved
HGNC:52640	FAM236B	Approved
HGNC:52641	FAM236C	Approved
HGNC:52642	FAM236D	Approved
HGNC:52388	FAM237A	Approved
HGNC:53217	FAM237B	Approved
HGNC:17776	FAM238A	Approved
HGNC:44917	FAM238B	Approved
HGNC:24672	FAM238C	Approved
HGNC:53414	FAM239A	Approved
HGNC:53415	FAM239B	Approved
HGNC:53416	FAM239C	Approved
HGNC:52390	FAM240A	Approved
HGNC:53430	FAM240B	Approved
HGNC:54200	FAM240C	Approved
HGNC:26813	FAM241A	Approved
HGNC:23519	FAM241B	Approved
HGNC:51597	FAM242A	Approved
HGNC:53872	FAM242B	Approved
HGNC:53873	FAM242C	Approved
HGNC:53874	FAM242D	Approved
HGNC:53875	FAM242E	Approved
HGNC:53876	FAM242F	Approved
HGNC:39602	FAM243A	Approved
HGNC:53888	FAM243B	Approved
HGNC:45163	FAM245A	Approved
HGNC:54133	FAM245B	Approved
HGNC:29170	FAN1	Approved
HGNC:3582	FANCA	Approved
HGNC:3583	FANCB	Approved
HGNC:3584	FANCC	Approved
HGNC:16745	FANCD1	Symbol Withdrawn
HGNC:3585	FANCD2	Approved
HGNC:28623	FANCD2OS	Approved
HGNC:44487	FANCD2P1	Approved
HGNC:44488	FANCD2P2	Approved
HGNC:3586	FANCE	Approved
HGNC:3587	FANCF	Approved
HGNC:3588	FANCG	Approved
HGNC:3589	FANCH	Symbol Withdrawn
HGNC:25568	FANCI	Approved
HGNC:20748	FANCL	Approved
HGNC:23168	FANCM	Approved
HGNC:23527	FANK1	Approved
HGNC:43915	FANK1-AS1	Approved
HGNC:3590	FAP	Approved
HGNC:26222	FAR1	Approved
HGNC:41485	FAR1-IT1	Approved
HGNC:39675	FAR1P1	Approved
HGNC:25531	FAR2	Approved
HGNC:49284	FAR2P1	Approved
HGNC:49279	FAR2P2	Approved
HGNC:49285	FAR2P3	Approved
HGNC:49286	FAR2P4	Approved
HGNC:3591	FARP1	Approved
HGNC:40229	FARP1-AS1	Approved
HGNC:39810	FARP1-IT1	Entry Withdrawn
HGNC:16460	FARP2	Approved
HGNC:21062	FARS2	Approved
HGNC:3592	FARSA	Approved
HGNC:50479	FARSA-AS1	Approved
HGNC:17800	FARSB	Approved
HGNC:45115	FARSBP1	Approved
HGNC:11920	FAS	Approved
HGNC:37128	FAS-AS1	Approved
HGNC:3593	FAS1	Symbol Withdrawn
HGNC:11936	FASLG	Approved
HGNC:3594	FASN	Approved
HGNC:24676	FASTK	Approved
HGNC:26150	FASTKD1	Approved
HGNC:29160	FASTKD2	Approved
HGNC:28758	FASTKD3	Approved
HGNC:25790	FASTKD5	Approved
HGNC:3595	FAT1	Approved
HGNC:16582	FAT1P1	Approved
HGNC:3596	FAT2	Approved
HGNC:23112	FAT3	Approved
HGNC:23109	FAT4	Approved
HGNC:24683	FATE1	Approved
HGNC:3597	FAU	Approved
HGNC:3598	FAUNA@	Entry Withdrawn
HGNC:17984	FAUP1	Approved
HGNC:36535	FAUP2	Approved
HGNC:36970	FAUP3	Approved
HGNC:20742	FAXC	Approved
HGNC:1334	FAXDC2	Approved
HGNC:24674	FBF1	Approved
HGNC:13620	FBH1	Approved
HGNC:3599	FBL	Approved
HGNC:24686	FBLIM1	Approved
HGNC:35458	FBLL1	Approved
HGNC:3600	FBLN1	Approved
HGNC:3601	FBLN2	Approved
HGNC:13282	FBLN4	Symbol Withdrawn
HGNC:3602	FBLN5	Approved
HGNC:26740	FBLN7	Approved
HGNC:3603	FBN1	Approved
HGNC:3604	FBN2	Approved
HGNC:18794	FBN3	Approved
HGNC:3605	FBNL	Symbol Withdrawn
HGNC:3606	FBP1	Approved
HGNC:3607	FBP2	Approved
HGNC:49924	FBP2P1	Approved
HGNC:20442	FBRS	Approved
HGNC:29308	FBRSL1	Approved
HGNC:13598	FBXL2	Approved
HGNC:13599	FBXL3	Approved
HGNC:13601	FBXL4	Approved
HGNC:13602	FBXL5	Approved
HGNC:13603	FBXL6	Approved
HGNC:13604	FBXL7	Approved
HGNC:17875	FBXL8	Approved
HGNC:13611	FBXL12	Approved
HGNC:21658	FBXL13	Approved
HGNC:28624	FBXL14	Approved
HGNC:28155	FBXL15	Approved
HGNC:14150	FBXL16	Approved
HGNC:13615	FBXL17	Approved
HGNC:21874	FBXL18	Approved
HGNC:25300	FBXL19	Approved
HGNC:27557	FBXL19-AS1	Approved
HGNC:24679	FBXL20	Approved
HGNC:13600	FBXL21P	Approved
HGNC:27537	FBXL22	Approved
HGNC:13581	FBXO2	Approved
HGNC:13582	FBXO3	Approved
HGNC:51147	FBXO3-DT	Approved
HGNC:13583	FBXO4	Approved
HGNC:13584	FBXO5	Approved
HGNC:13585	FBXO6	Approved
HGNC:13586	FBXO7	Approved
HGNC:13587	FBXO8	Approved
HGNC:13588	FBXO9	Approved
HGNC:13589	FBXO10	Approved
HGNC:13590	FBXO11	Approved
HGNC:13616	FBXO14	Symbol Withdrawn
HGNC:13617	FBXO15	Approved
HGNC:13618	FBXO16	Approved
HGNC:18754	FBXO17	Approved
HGNC:13591	FBXO20	Symbol Withdrawn
HGNC:13592	FBXO21	Approved
HGNC:13593	FBXO22	Approved
HGNC:31025	FBXO22-AS1	Entry Withdrawn
HGNC:13595	FBXO24	Approved
HGNC:13596	FBXO25	Approved
HGNC:18753	FBXO27	Approved
HGNC:29046	FBXO28	Approved
HGNC:15600	FBXO30	Approved
HGNC:16510	FBXO31	Approved
HGNC:16731	FBXO32	Approved
HGNC:19833	FBXO33	Approved
HGNC:20201	FBXO34	Approved
HGNC:27020	FBXO36	Approved
HGNC:41489	FBXO36-IT1	Approved
HGNC:50363	FBXO36P1	Approved
HGNC:28844	FBXO38	Approved
HGNC:28565	FBXO39	Approved
HGNC:29816	FBXO40	Approved
HGNC:29409	FBXO41	Approved
HGNC:29249	FBXO42	Approved
HGNC:28521	FBXO43	Approved
HGNC:24847	FBXO44	Approved
HGNC:29148	FBXO45	Approved
HGNC:25069	FBXO46	Approved
HGNC:31969	FBXO47	Approved
HGNC:33857	FBXO48	Approved
HGNC:17221	FBXW1BP	Symbol Withdrawn
HGNC:13608	FBXW2	Approved
HGNC:10847	FBXW4	Approved
HGNC:13609	FBXW4P1	Approved
HGNC:13613	FBXW5	Approved
HGNC:16712	FBXW7	Approved
HGNC:52397	FBXW7-AS1	Approved
HGNC:13597	FBXW8	Approved
HGNC:28136	FBXW9	Approved
HGNC:1211	FBXW10	Approved
HGNC:17374	FBXW10P1	Symbol Withdrawn
HGNC:13607	FBXW11	Approved
HGNC:1145	FBXW11P1	Approved
